epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,83.8729,1.31792,1.80067,1.06358,0.47754,0.63194,0.52274,0.25839,1.59063,2.23842,0.69776,0.001703,0.001703,0.001703
17,88.3813,1.195,1.50377,1.02792,0.37947,0.64929,0.45728,0.25078,1.4961,1.6481,0.68075,0.0016832,0.0016832,0.0016832
18,92.9163,1.20724,1.45181,1.02692,0.52654,0.64532,0.55757,0.2371,1.63348,1.83795,0.68357,0.0016634,0.0016634,0.0016634
19,97.4368,1.20977,1.38348,1.00522,0.47461,0.62963,0.52905,0.29133,1.62547,1.76672,0.71933,0.0016436,0.0016436,0.0016436
20,102.213,1.22877,1.39245,1.00137,0.4814,0.61728,0.56764,0.27372,1.61643,1.51093,0.7196,0.0016238,0.0016238,0.0016238
21,106.679,1.23065,1.41099,1.01074,0.61831,0.62963,0.61289,0.31312,1.55053,1.58313,0.69258,0.001604,0.001604,0.001604
22,111.337,1.19363,1.40594,1.01157,0.54364,0.603,0.59592,0.31486,1.44606,1.81037,0.62601,0.0015842,0.0015842,0.0015842
23,115.864,1.1139,1.28659,0.99232,0.4964,0.74074,0.61101,0.31051,1.53739,1.43722,0.70078,0.0015644,0.0015644,0.0015644
24,120.378,1.16015,1.37593,0.98731,0.52723,0.68841,0.59245,0.32446,1.40262,1.44985,0.6167,0.0015446,0.0015446,0.0015446
25,125.101,1.14866,1.36055,0.99058,0.43121,0.7037,0.54372,0.31226,1.31323,1.83644,0.62121,0.0015248,0.0015248,0.0015248
26,129.606,1.12666,1.3797,0.97935,0.4839,0.60494,0.53911,0.25911,1.49334,1.66768,0.73741,0.001505,0.001505,0.001505
27,134.101,1.11694,1.34457,0.96949,0.55719,0.77778,0.69215,0.35091,1.41187,1.43778,0.67748,0.0014852,0.0014852,0.0014852
28,138.784,1.17549,1.36319,0.9623,0.5407,0.7037,0.62244,0.32653,1.50968,1.49644,0.6586,0.0014654,0.0014654,0.0014654
29,143.207,1.10607,1.32699,0.95973,0.50605,0.79685,0.62641,0.34517,1.54127,1.41346,0.6327,0.0014456,0.0014456,0.0014456
30,147.692,1.14182,1.27246,0.94006,0.45737,0.67901,0.57701,0.3286,1.50436,1.35493,0.64694,0.0014258,0.0014258,0.0014258
31,152.223,1.09901,1.28203,0.94205,0.49056,0.74899,0.59193,0.32402,1.53115,1.4849,0.59318,0.001406,0.001406,0.001406
32,156.813,1.10655,1.27631,0.94558,0.48406,0.7284,0.62379,0.35145,1.33706,1.56142,0.56631,0.0013862,0.0013862,0.0013862
33,161.201,1.08214,1.26673,0.92438,0.56664,0.77778,0.65789,0.34167,1.42525,1.36223,0.58823,0.0013664,0.0013664,0.0013664
34,165.718,1.1141,1.30646,0.94518,0.54748,0.75309,0.59956,0.31334,1.45672,1.43125,0.61788,0.0013466,0.0013466,0.0013466
35,170.239,1.10611,1.25853,0.94479,0.52502,0.62775,0.58744,0.31507,1.41374,1.54693,0.62594,0.0013268,0.0013268,0.0013268
36,174.7,1.10304,1.31154,0.94335,0.44802,0.81169,0.56516,0.30515,1.45174,1.57461,0.60327,0.001307,0.001307,0.001307
37,179.226,1.10374,1.22004,0.93892,0.67841,0.64198,0.7025,0.40426,1.31813,1.59882,0.56444,0.0012872,0.0012872,0.0012872
38,183.968,1.08079,1.3586,0.96081,0.5278,0.85185,0.64897,0.39515,1.32384,1.51944,0.56252,0.0012674,0.0012674,0.0012674
39,188.388,1.06212,1.27686,0.9348,0.5652,0.79012,0.70588,0.40306,1.37723,1.33861,0.6427,0.0012476,0.0012476,0.0012476
40,192.868,1.04796,1.25031,0.92833,0.52374,0.83951,0.63026,0.39418,1.32644,1.40032,0.5463,0.0012278,0.0012278,0.0012278
41,197.361,1.05404,1.26931,0.92991,0.51086,0.75309,0.67301,0.3767,1.41371,1.26015,0.58913,0.001208,0.001208,0.001208
42,201.895,1.05559,1.28739,0.92435,0.57421,0.69136,0.68399,0.39401,1.32588,1.27716,0.5938,0.0011882,0.0011882,0.0011882
43,206.383,1.03007,1.29643,0.93746,0.53149,0.74228,0.70393,0.43554,1.26286,1.30448,0.57011,0.0011684,0.0011684,0.0011684
44,211.031,1.02097,1.2352,0.9304,0.63822,0.74074,0.73778,0.40224,1.45625,1.48635,0.58191,0.0011486,0.0011486,0.0011486
45,215.489,1.0219,1.20703,0.91287,0.60006,0.76543,0.67648,0.39852,1.30862,1.21811,0.58616,0.0011288,0.0011288,0.0011288
46,220.075,0.98838,1.15349,0.90423,0.61599,0.79012,0.70129,0.43044,1.30686,1.43713,0.58508,0.001109,0.001109,0.001109
47,224.599,1.04559,1.19778,0.92433,0.61256,0.66368,0.63386,0.3563,1.34606,1.48696,0.57693,0.0010892,0.0010892,0.0010892
48,229.099,1.08867,1.24091,0.90752,0.54712,0.74575,0.68218,0.42399,1.31412,1.61057,0.5717,0.0010694,0.0010694,0.0010694
49,233.598,1.04682,1.24193,0.91615,0.67844,0.62963,0.65197,0.35912,1.40697,1.70245,0.6378,0.0010496,0.0010496,0.0010496
50,238.057,1.03077,1.22308,0.91543,0.56336,0.83951,0.71363,0.45667,1.27108,1.38207,0.55472,0.0010298,0.0010298,0.0010298
51,242.74,1.00541,1.17681,0.91106,0.67017,0.67901,0.72518,0.44193,1.33876,1.46618,0.55759,0.00101,0.00101,0.00101
52,247.247,1.00191,1.18663,0.90541,0.59787,0.77778,0.70065,0.37877,1.36294,1.3626,0.61166,0.0009902,0.0009902,0.0009902
53,251.665,0.99799,1.18301,0.90479,0.68378,0.76543,0.75899,0.44722,1.32377,1.45966,0.55887,0.0009704,0.0009704,0.0009704
54,256.167,1.02646,1.13658,0.90754,0.69633,0.76437,0.75524,0.47396,1.27122,1.42364,0.55938,0.0009506,0.0009506,0.0009506
55,260.884,0.96405,1.0836,0.90441,0.58142,0.74074,0.68116,0.39659,1.37697,1.2616,0.57407,0.0009308,0.0009308,0.0009308
56,265.324,0.92636,1.13066,0.90897,0.68953,0.74074,0.76927,0.49802,1.23482,1.27604,0.57521,0.000911,0.000911,0.000911
57,269.989,0.96306,1.11313,0.88729,0.70953,0.77778,0.77995,0.51345,1.26637,1.26548,0.55844,0.0008912,0.0008912,0.0008912
58,274.795,0.97707,1.11759,0.89509,0.68758,0.66667,0.72827,0.47072,1.22693,1.28624,0.55318,0.0008714,0.0008714,0.0008714
59,279.256,0.95312,1.12867,0.88594,0.60976,0.74074,0.67394,0.40465,1.29941,1.26802,0.56121,0.0008516,0.0008516,0.0008516
60,283.736,0.99799,1.12166,0.8921,0.52707,0.81481,0.69211,0.45437,1.2168,1.28011,0.5566,0.0008318,0.0008318,0.0008318
61,288.182,0.96281,1.10956,0.88815,0.56842,0.86179,0.72755,0.43673,1.26015,1.29974,0.57047,0.000812,0.000812,0.000812
62,292.717,0.96394,1.10898,0.87405,0.65773,0.75309,0.76742,0.4926,1.16264,1.19989,0.55263,0.0007922,0.0007922,0.0007922
63,297.149,0.91137,1.0618,0.88833,0.65553,0.75183,0.73104,0.45504,1.24262,1.30314,0.57935,0.0007724,0.0007724,0.0007724
64,301.679,0.9333,1.06958,0.89188,0.63694,0.85185,0.75487,0.46096,1.2525,1.22853,0.55139,0.0007526,0.0007526,0.0007526
65,306.126,0.97334,1.10867,0.89673,0.67258,0.74074,0.70585,0.46235,1.21666,1.2552,0.54143,0.0007328,0.0007328,0.0007328
66,310.669,0.91641,1.09336,0.89966,0.63798,0.77778,0.72875,0.43734,1.23434,1.26532,0.53828,0.000713,0.000713,0.000713
67,315.052,0.89478,1.03766,0.89494,0.68837,0.74074,0.74396,0.46664,1.22392,1.29211,0.54077,0.0006932,0.0006932,0.0006932
68,319.526,0.92337,1.08682,0.88386,0.74353,0.75163,0.77615,0.48672,1.22761,1.20213,0.54722,0.0006734,0.0006734,0.0006734
69,323.949,0.90832,1.11061,0.87892,0.69608,0.67863,0.73781,0.45795,1.21037,1.21389,0.55401,0.0006536,0.0006536,0.0006536
70,328.436,0.91722,1.10443,0.8865,0.60556,0.85185,0.7341,0.4737,1.20369,1.21925,0.5367,0.0006338,0.0006338,0.0006338
71,332.928,0.87758,1.02778,0.88801,0.57176,0.87654,0.74124,0.48687,1.13556,1.26831,0.53812,0.000614,0.000614,0.000614
72,337.52,0.9123,1.04559,0.88063,0.66858,0.77778,0.76747,0.49901,1.13925,1.17181,0.54253,0.0005942,0.0005942,0.0005942
73,341.967,0.88234,1.04747,0.88448,0.74313,0.75009,0.79691,0.52167,1.23763,1.14161,0.56174,0.0005744,0.0005744,0.0005744
74,346.643,0.90562,1.03128,0.88107,0.67547,0.79012,0.76611,0.5005,1.29438,1.21504,0.55604,0.0005546,0.0005546,0.0005546
75,351.156,0.92312,1.06775,0.88721,0.60298,0.76543,0.72222,0.45654,1.25384,1.21077,0.55789,0.0005348,0.0005348,0.0005348
76,355.747,0.89183,1.03168,0.89164,0.65103,0.71399,0.72374,0.45345,1.31411,1.20338,0.54543,0.000515,0.000515,0.000515
77,360.245,0.87659,1.03501,0.87844,0.67548,0.77778,0.74454,0.47978,1.27679,1.29526,0.54379,0.0004952,0.0004952,0.0004952
78,364.711,0.89553,1.00494,0.88849,0.62436,0.73874,0.71431,0.47222,1.21103,1.18404,0.55225,0.0004754,0.0004754,0.0004754
79,369.257,0.90896,0.99244,0.87433,0.56497,0.81772,0.74564,0.48248,1.20368,1.19279,0.53822,0.0004556,0.0004556,0.0004556
80,373.736,0.89935,1.02856,0.88862,0.63265,0.82716,0.75186,0.4839,1.1945,1.20021,0.53252,0.0004358,0.0004358,0.0004358
81,378.275,0.88344,1.00624,0.88193,0.66039,0.82716,0.76691,0.515,1.1552,1.24202,0.52798,0.000416,0.000416,0.000416
82,382.65,0.87038,0.97193,0.87461,0.6384,0.85007,0.78708,0.50506,1.21181,1.14324,0.53792,0.0003962,0.0003962,0.0003962
83,387.223,0.85128,0.9852,0.88795,0.64705,0.8642,0.76881,0.49608,1.18438,1.20572,0.53121,0.0003764,0.0003764,0.0003764
84,391.693,0.87021,0.95812,0.87956,0.6528,0.85185,0.78494,0.51554,1.13874,1.17515,0.52333,0.0003566,0.0003566,0.0003566
85,396.195,0.86163,0.96508,0.88024,0.61539,0.85185,0.7525,0.50314,1.15244,1.17887,0.52658,0.0003368,0.0003368,0.0003368
86,400.632,0.8815,1.00558,0.87068,0.67205,0.77778,0.77396,0.53317,1.16338,1.14563,0.53527,0.000317,0.000317,0.000317
87,405.166,0.84283,0.99439,0.8832,0.73154,0.7738,0.78593,0.52257,1.15541,1.2383,0.52345,0.0002972,0.0002972,0.0002972
88,409.721,0.84041,0.94569,0.8778,0.65677,0.7796,0.78652,0.52801,1.17963,1.09888,0.52814,0.0002774,0.0002774,0.0002774
89,414.173,0.80592,0.92884,0.88698,0.64367,0.85185,0.77858,0.50592,1.15266,1.22656,0.52862,0.0002576,0.0002576,0.0002576
90,418.656,0.89385,0.97333,0.87975,0.67265,0.80247,0.79783,0.53505,1.08326,1.12443,0.52063,0.0002378,0.0002378,0.0002378
91,424.954,0.98651,1.03915,0.81763,0.65684,0.80346,0.77892,0.51778,1.13464,1.1228,0.52379,0.000218,0.000218,0.000218
92,429.386,0.94871,1.05638,0.84981,0.64494,0.80247,0.76354,0.52034,1.15629,1.12618,0.51601,0.0001982,0.0001982,0.0001982
93,433.761,0.98149,1.05472,0.86018,0.6046,0.80247,0.74756,0.51309,1.15262,1.10772,0.52756,0.0001784,0.0001784,0.0001784
94,438.032,0.91366,1.11148,0.83558,0.64536,0.82716,0.73066,0.49739,1.13195,1.17599,0.51897,0.0001586,0.0001586,0.0001586
95,442.355,0.95333,1.07403,0.83002,0.66462,0.68506,0.7067,0.46568,1.1445,1.13327,0.53407,0.0001388,0.0001388,0.0001388
96,446.646,0.92143,1.15858,0.82476,0.66725,0.7284,0.7464,0.49771,1.12168,1.09059,0.53047,0.000119,0.000119,0.000119
97,450.939,0.92105,1.49699,0.79002,0.66673,0.76543,0.75451,0.50933,1.1352,1.07227,0.52566,9.92e-05,9.92e-05,9.92e-05
98,455.318,0.91973,0.98239,0.84344,0.672,0.76543,0.76563,0.52243,1.14809,1.05591,0.52208,7.94e-05,7.94e-05,7.94e-05
99,459.593,0.88851,1.67342,0.79489,0.67763,0.75309,0.76161,0.52111,1.14807,1.07131,0.52037,5.96e-05,5.96e-05,5.96e-05
100,463.878,0.90781,1.01961,0.82635,0.71399,0.71605,0.76322,0.52346,1.13396,1.08547,0.52046,3.98e-05,3.98e-05,3.98e-05
