,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7,feature 8,feature 9,feature 10,feature 11,feature 12,feature 13
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X220786 (Month 8).mp3,-307.45596605072035,57.43961763172702,11.780734713508197,8.970726338833122,6.999450728012511,-5.875934716929821,-6.246531717026627,4.818291208262851,-3.6383134748605137,-9.65567050702366,6.438892900851126,7.5436884692891475,-12.046469280377766
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320022 (Month 20).mp3,-368.31244989084695,75.64557417204499,-15.428745086526785,10.641298900086001,-14.640867837146082,-22.06147286685522,-19.610230108761197,-11.840112568645585,-3.0263242657555494,-1.9373128287270245,-9.230951833780065,-3.0853220253564886,0.16047644615471396
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X230055 (Contact 27).mp3,-538.502687925156,111.51875488554339,-40.22809556983052,8.517818708848647,2.663269985093352,-22.153339662998313,-5.2565183289957265,-7.461965923517159,4.110980214679983,-2.3175248377344806,-13.864675539318869,9.150560094862142,1.147886115168748
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X220769 (Month 16).mp3,-405.8867556769531,87.21509195938866,28.113851763015795,9.004603633938201,-4.443760502990147,-6.361477712138116,-7.951161835443395,0.751462049296153,3.7468556598378044,-3.874387409151189,-6.154824868953624,1.370547518344592,0.4630006480573761
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X220815 (Month 16).mp3,-333.9450533927303,53.821700580155344,26.468499764733036,5.46719172089935,4.281883201841775,-1.3867769170348492,-5.505614935794316,-6.579773441495453,-3.921661783291996,2.5998360831188276,-5.257162046919421,6.406298460883161,4.566161261637291
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X220844 (Month 4).mp3,-343.17228686439273,130.07322010384695,-31.670154127527695,19.080272073777582,15.770845587020872,-3.6730813147004064,-21.78690590313611,-2.7484052353431245,-16.203681892710307,3.9220242831220116,-16.6118835843567,-5.115025309985978,-2.685666075974286
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X220766 (Month 16).mp3,-235.80525864351435,51.37207786113873,34.46373028843892,14.812813433532677,15.840966772361146,-2.926945941589047,-10.677251124732138,17.969219977442002,1.7791688781700228,-3.5592129183678054,-4.429861833284323,4.0482924472820905,-1.1490733983958037
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320002 (Contact 29).mp3,-580.1514358706927,112.9708978954193,-66.69067749732886,0.48087002637130577,10.75798050483728,-4.193124038020772,1.0691525021652761,-16.50788221144155,7.199956052002483,5.819148696417109,-13.980769577242974,7.539647865548456,1.5424175310673434
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X220800 (Month 4).mp3,-315.1893020245403,72.5405616107412,2.393139724794955,15.291216882710902,2.622183426752756,-9.638849682967653,-26.18343200532672,-10.812344930885791,-1.909628947674741,0.6101709567697525,-16.451367407464847,0.11616767749288415,-3.0914097429942733
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X220859 (Baseline).mp3,-276.6575287639017,64.7975024557691,17.26060813523824,-15.546546936752938,-12.57457623655003,-15.369853465963704,-13.497745013149254,-2.364115792752197,-6.401211054135211,3.234993462245314,-10.188866566220067,-5.01771286321084,-5.08819521285648
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320018 (Month 12).mp3,-283.87347281706826,56.55167095912213,-17.519409229407916,11.606860111518632,-26.394859459945103,16.776095173474033,-26.736645682666598,15.115794261090093,-10.21987718365329,-1.335675318356818,-5.974622298517357,-5.2521747344271175,-6.061479414871583
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X220822 (Contact 25).mp3,-539.415100859544,129.29708072527833,-46.685731722615785,-10.340813736310178,10.253471605943753,-37.712135911080544,-38.857503631869974,-12.139446520104103,-2.857467765241495,-12.09140331462314,-6.729254547420908,12.601113451879392,3.8416417812626964
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320025 (Baseline).mp3,-173.50961559920586,29.495887929832634,-39.1432210517097,-9.78710475127955,-8.367604630346229,-8.528452959356875,-21.65414478353113,3.017123820536842,-4.5098884822575345,-6.770203342178253,-12.377332111639042,7.452034106770434,-9.916688566967675
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320090 (Month 12).mp3,-304.94601570858225,77.75474012743356,-21.16000586696257,20.424765791993078,0.08671940381880203,-0.17371834111051884,-19.113221872085216,-6.165083273910324,-7.612965377902375,2.367055814427942,-13.00742266009304,-0.7203630292228959,-1.28410120506277
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X220712 (Contact 60).mp3,-514.2315683839876,155.8429551401568,-21.15815272438166,5.0438594078580286,-10.835922265767739,-24.236028410164174,-6.061084314573338,-17.286953026552613,1.7022766206238444,-1.6467309895558164,-22.249921136555,-1.3604969407062422,-6.527128666189594
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320097 (Month 20).mp3,-291.40355571900176,122.06475347010324,-15.151217650959413,10.748111351447706,-18.95615298477606,-13.34420342610987,-13.553084786916752,-5.7705011402949244,-7.390761224540791,-1.5047908674297332,-8.747913243019164,4.19325894050051,-11.491440076901231
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320081 (Month 12).mp3,-351.4514262332423,98.51429180865289,6.610577680234241,11.934730542968332,-1.479611529080085,-1.67851815293057,-7.448435758669754,-4.199373517714704,5.462785815630853,9.360492155804595,-0.25881555783513444,-2.1606707654036494,3.1228779710367593
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320086 (Month 20).mp3,-272.194596140051,80.74914269607737,-16.779357027989327,49.339189313305184,-43.22717060487549,-11.004977615829954,-25.78967492253115,2.311790232660302,-4.255396011525531,-8.672932394187113,-16.254401152020492,6.193828281992489,-5.320118780427118
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320043 (Contact 14).mp3,-513.866448334422,111.64301614123362,-50.43957552077622,-3.2096633765429345,8.861378090615638,-16.197322760392254,-3.344031915855343,-10.430924923555057,-9.423148135689098,-0.4022015219440496,-3.525789892972358,4.36317642889076,2.156801834622228
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X220844 (Baseline).mp3,-235.09659411408876,52.70455956740608,18.47793130007543,-20.584880221135766,8.004366067257722,2.226755710888268,-33.601422447650094,-5.206658808247561,1.6835271740697675,-3.156806884565643,-32.09316575742317,-10.68706169780017,-5.962367491289122
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X220828 (Month 12).mp3,-325.9657311129987,98.96863700758782,15.52575856542057,14.160148296464609,-10.26845369680926,9.09674492585509,-13.353279635971534,-3.0746507659944085,-6.1041354770504865,1.8645944662324518,-11.26314843449854,-8.365089880903602,-10.733512793502419
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X220731 (Contact 33).mp3,-383.43742523078,134.46557773489118,-88.02337704574344,14.221752979308922,5.823323298270315,-24.97728507449276,1.6499780524514207,-20.91110279197139,-4.452838707732588,0.2880611374863199,-15.811589317048748,4.83280173235529,-6.871318403665199
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X230004 (Contact 1).mp3,-565.5656352428639,85.00621063266753,-20.718392923713516,-1.5285419707147674,-8.860463746071789,-17.25178227253021,-2.6609778750721476,-11.818474554159248,-4.094177312943907,4.441946271124048,-7.053985496855815,-1.9827759755967533,0.15410065841113416
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320043 (Contact 10).mp3,-527.1448986273731,72.44019971125537,-16.117674801952614,1.4071459750416333,0.42396139569689006,-8.522434428960448,-2.0387096832889147,-11.799006616286807,-11.110074887038683,-6.909671973131713,-6.104346160813941,2.7689361483593595,0.4086443380511463
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320097 (Contact 2).mp3,-422.95026800419697,106.05774519744803,-40.89420682812679,1.967888943612048,-30.18722392048263,-33.66149563883563,14.29903588403013,-9.730349963762066,-8.565001086525259,4.267896256794098,-7.780776164700306,3.9595067443582375,-5.245750651611695
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X220767 (Month 8).mp3,-259.13916243512733,113.16513088213033,-53.90653036996962,-10.525049844236275,15.412679489522114,-28.6632794399071,-19.8681666256254,13.860022373616136,6.290227719566097,1.1587742570628627,-2.961843169321235,12.85049614401288,2.838657384547791
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320026 (Month 24).mp3,-290.3257572880373,117.4859491387425,-24.06050207581695,13.931336225154666,-40.42334957759656,27.011191844672,-34.5543082955726,-12.66023600099845,7.129107432366463,-17.520323273350822,14.02563757303241,-19.034508453272615,-2.0856750336143652
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X220773 (Contact 22).mp3,-467.54880785862065,173.80472834818795,-117.39639494256137,37.03540663793816,-17.915006445079825,-13.601592945275982,5.561111795493487,-56.88320678488701,17.828694878733607,11.170383999772124,-31.721492224813712,14.16188957033792,-11.140882591517945
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X220799 (Month 12).mp3,-272.0271084765309,59.74428791167236,18.51982908168773,-2.674773089373006,9.266397058277224,-1.7281271091524362,1.9476316064464847,-8.193142477719418,-24.81365834645164,3.766988715290926,-9.13542542399702,-13.020593425216806,-8.638008566826562
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320092 (Month 20).mp3,-318.61903371747445,96.33461500648237,-44.506528435452815,-5.967593633636755,-12.37807426127489,-28.39277521904971,-6.863195602084814,-8.056509098650787,-1.7766950507511514,7.513122019876219,-11.299760218322541,-9.683522479723411,-5.004132958788384
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X220810 (Month 4).mp3,-377.43464291912284,105.99705380942348,2.8781774338348676,30.550285704418105,25.42199900992236,-6.230479954354179,-12.460450173731708,-1.0227950623306168,-11.746865503369268,-0.011526950050706076,-1.2299563143322987,-10.285395757824631,-7.450131830154353
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320002 (Baseline).mp3,-145.15764637242486,70.07110999179159,-81.90991455432116,43.96576985222812,-49.08624849057719,14.668890049667068,-40.72004419600581,8.69090328528228,-12.98098774552483,0.3677890621135865,-7.640613498101437,0.28419672685094044,3.7441670567570715
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320051 (Month 8).mp3,-267.3777545158182,89.38513624527289,-4.732604418555944,-19.377157296909893,0.9922253451516005,-10.165851624702306,-23.28928011872421,-12.111896839060323,-19.684904415987702,4.843569985527884,-16.2666226541358,-1.1748812797757493,-2.721601308870754
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X220721 (Month 20).mp3,-260.20751563670507,30.592387262043413,35.73581068215226,-15.960592786684721,13.60292028361245,-14.11289084138654,-1.7785541673691274,-26.939849537994103,6.294310540589201,-6.956385516266077,-16.755418607276194,8.271786231271571,-14.414597889657912
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X230002 (Contact 49).mp3,-499.49877324642796,87.8199673150175,-57.81273709580896,8.605884737834577,13.846305283588347,-7.426981237038124,-1.457309337379948,-17.341656038764878,1.7408259934548023,1.1134212850349963,-19.833953051590417,2.9126401180783983,1.578135100434978
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X220734 (Month 16).mp3,-364.40549111233247,83.1486960940886,-32.18519602597792,19.559920973075936,1.9063670655553626,-2.4798518459878838,-3.794255548218709,-3.485226547561793,-6.232372668064217,3.131092919703631,-11.054865329065187,7.495790797433126,-9.790447246199165
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X220835 (Contact 10).mp3,-322.96983934994597,172.57678840653458,-64.29846489627019,2.3672216372677575,-18.381440518587162,-34.62503602677436,-12.144665183096393,-40.85204199588833,-3.506442349654798,4.915808051501178,-21.21180610793567,11.917632184580667,5.279104943353579
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320047 (Month 12).mp3,-334.98899333672694,58.78941888634115,-7.635381951675572,0.09876683401789974,-12.36303486955914,-12.770337934473252,-24.054374656020187,-8.239445566855133,-13.975521981765482,-2.3743444165233183,-7.837645542938177,2.7610072534096184,-0.25883506450725
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320023 (Contact 34).mp3,-518.7736095698416,92.24000072456231,-43.59431751431256,-10.736344629470272,2.7225181170806367,-12.634534771781555,-7.200812831733692,-13.252982343461332,-3.65000311873198,1.2828834455379008,-9.617443841137069,0.39224659167493464,2.2195772995928387
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320055 (Contact 20).mp3,-544.8150255366854,55.624357568346,-20.27947821790726,5.15640468793146,-2.3571812160558876,-14.840855587323304,-2.835241219953345,-6.158387511271083,-1.1288738365526203,0.15201871125397398,-4.576096753260592,3.464623871442562,-0.65992941458508
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X220823 (Baseline).mp3,-279.96163076140704,24.449343935386292,58.13110353003441,-29.841691124770207,5.362813093101925,-1.4974022464659273,-18.521736977401773,2.1715320150639656,-10.552596838339575,-8.164219164368932,-4.0623669780894955,7.617376999564584,-11.109805321237552
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320024 (Contact 15).mp3,-437.6543812855336,121.10754681220892,-47.715532805083065,13.679388097577633,-2.147307878262993,-36.33713264656118,-9.874397996169046,-11.828100224694428,-3.47796307692714,-1.8443388700059458,-9.645089969225168,8.537874234934192,1.2877149932784742
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320085 (Month 4).mp3,-277.21870552527696,67.00072932631649,14.74062444040278,-2.998872695201269,-27.886653857327232,-10.595622330702362,-33.19721757184559,-20.356342276478454,-8.293092683155525,-7.220840105710857,-22.44237858373149,6.920565956543341,-0.022826507447180358
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X230052 (Contact 34).mp3,-370.287059214739,54.45521197554865,-68.15386407145225,16.73519284057263,8.791113899753316,-12.614338153267498,3.4625950959695113,-20.89600668830681,-5.969534214863858,0.18617122469232822,-21.61652765690376,-3.7517745913936364,-3.894846637150562
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320111 (Month 8).mp3,-317.80754817526315,34.31810800986526,-10.896550208522694,9.309330311474985,-10.913678955357732,-3.678831062628167,-30.355399697471192,-9.574008336323198,-17.326528390135707,-0.25755215912904145,-12.644486427022002,-0.2752244359578443,-1.3174227546629635
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X230083 (Contact 24).mp3,-528.6712548469335,103.31399613448517,-12.436140201006795,12.417579792887919,9.010256041578852,-12.994518345381206,-5.47592823422381,-7.867386348529237,-3.476121937737574,-3.5113968121342594,-9.72420950751098,3.3552190025712885,3.0073326690157396
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X230257 (Contact 5).mp3,-502.28816040279344,170.27068235992198,-76.11541764053187,-15.170830356879042,7.638031825763871,-27.538827167082808,-24.897225773508424,-23.26318836085989,0.6298789371017057,-0.5754818748044537,-14.815987549982772,5.708221628494159,1.7426275673779144
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X220839 (Month 12).mp3,-312.8220664443752,71.20158095688957,1.2933542353171914,16.399129307591355,6.063795558346475,-10.496150928936578,-11.30770026300494,-7.6904084402161415,-11.330667709112506,-4.033821194911624,-10.757407078579964,-2.3651996526612047,-8.550235989742973
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X220702 (Month 20).mp3,-283.1990653482234,48.74978901405287,10.816912964602947,-3.0789450547570465,23.016433948985267,-0.20180687558453594,-14.51466413362179,16.108308817870682,-1.7525576880391625,11.659876724915314,0.027414608071990098,11.295300014765026,-9.859599533420479
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320070 (Contact 29).mp3,-534.9165365895608,88.68050692754605,-41.77419052231934,4.3319712945157915,-1.7009477145374818,-18.560176476771453,-5.71865658713622,-18.84635125528867,-5.5362368287174295,-1.5196753678446155,-13.558274487261876,5.071205302897571,6.015855677815136
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X220739 (Month 16).mp3,-303.4406583221621,111.35516283152931,2.7183799527253947,5.250630477836333,14.693089332796262,17.047426148067125,-5.901983032889365,-13.663997496427548,-2.8604268351970723,2.6632934730125783,-7.9620654001886155,-2.7311564758385645,-7.767531742292967
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X220734 (Contact 16).mp3,-726.4284104774172,77.15079654321593,22.022830936012227,32.50040994250361,-3.0907724363190896,-4.393464998122671,-0.7852658884278568,-21.42807932062491,-2.3963888358232404,-5.783611252858809,-16.310379792965584,2.1247411193746504,-7.495673601405005
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320006 (Month 12).mp3,-400.6987447613002,82.7584537728135,1.510022199497248,-24.496599249543056,0.1253523418083828,1.5837502456325219,-11.118053258749587,-17.890712160217483,-6.810531867423421,1.0307095626152853,-4.968290650350454,-6.286822068580629,0.5610143178403904
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X230003 (Contact 2).mp3,-333.9735812816909,166.71351961184607,-79.26306508316469,-23.24077233421935,8.047044330934579,-14.881778164639117,-21.522207742224804,-30.524474527233597,3.6727980887094738,3.9503352366942397,-18.801883545625902,5.085573035786865,1.0709999472584153
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320066 (Month 20).mp3,-331.2097696524914,102.85659373245774,-34.19518408613476,2.5370095209040544,-4.308734390203858,-8.365548857899498,-14.772984487243932,-16.135121342650486,3.241031462898288,3.7665476210445616,-9.890492307515093,-1.065590252878005,-0.7538082634395444
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320030 (Baseline).mp3,-157.70249232681397,45.774437145513524,-47.77252669306239,-12.31485898138406,-15.598770552979113,-9.764816378986977,-19.215809324139727,-5.650739367797584,-1.135171166398731,-1.1035538345699132,-12.30465118416265,-0.07191665891345404,-6.073871222574283
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X220835 (Month 4).mp3,-315.54251933550466,56.38411346748537,31.219003969543255,14.579700167170444,-1.482773970290982,-2.7845430472066406,-10.722598351506027,-7.779732457072729,-6.077310862333877,2.2837735855292904,-7.8572901159513835,-9.407438787240675,-2.4328838230350036
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320084 (Month 16).mp3,-312.4517631200438,77.46922200131365,-24.350928141800704,32.46668363484771,-25.27715011990111,22.242966304571418,-23.117102195238456,5.798670882398202,-6.074009791386013,10.111932403854121,-7.406295475855887,-2.1343624747592056,-7.185434530019767
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X230059 (Contact 24).mp3,-445.3097211707114,94.59372845648323,-28.50223947113695,-15.15704841498972,-2.307391152458792,-15.281902939814419,-17.662743306948453,-12.527966412521664,-1.2861338104781335,-5.358066978727728,-7.044792062016165,3.484844617414454,-3.4209155373981814
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X220841 (Baseline).mp3,-392.5758205897643,101.07978214585766,34.40033844488654,2.855448107299331,-0.326229496351492,-5.7568976040243305,-14.19649214246763,-6.705727531781417,-7.16422363548703,-4.136102679995145,-9.401213228181101,-5.962754234343605,-4.048208821512771
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320051 (Month 20).mp3,-301.080890379976,125.17044777692907,-19.04158797268002,3.9848148205587743,-23.100913690318233,-0.8126558742655982,-19.33771914824595,-22.743821638954966,-6.050761779894832,-7.908329292515222,-19.448112597890233,-4.645121965487402,-3.9261919573199395
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320023 (Contact 29).mp3,-480.9969522063988,80.62475819117424,-21.30026207274487,-9.556020616873873,-14.904881569096585,-6.550462032812253,-1.8353623509025259,-21.965111736985904,-2.1011849814830788,5.896733049576059,-4.178452576731967,4.424640007320704,-1.2633413323380915
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320043 (Month 12).mp3,-331.7244507309734,82.33524955334805,-17.973692716289857,4.338516554415554,6.242835735287025,1.6832355605022882,-9.331167431746898,-8.882614580029818,-20.181433877531198,11.55838144109803,-8.464768585762549,-5.3385625976365905,-8.332027024471525
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X230133 (Contact 14).mp3,-492.15410850396637,115.01222328675735,-55.18927592844352,-16.453391767190436,-13.522406847346724,-12.911852879167077,-1.413204362368177,-15.559839837263908,9.361703468848313,11.359162247340887,-10.168924069014295,6.91730839443072,-1.7784463650702447
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320030 (Month 20).mp3,-291.7942297458198,99.1268384164379,-27.59560107573252,9.717647812081292,-45.60790541693768,-6.941464905883372,-16.850829699395884,-10.878349667914222,0.48410602945600323,-6.530628461865831,-3.187233431181954,-1.7292810509396268,-4.031793467590449
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320073 (Month 4).mp3,-383.3555231160479,89.36582593631974,-5.226866546960201,-4.738674173757017,11.096491919494133,5.221645807215639,3.5194154927414667,-4.437358233378104,-7.772853954282835,1.728853253495806,-19.438378677666105,12.4843951062054,-4.220674396684247
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X230140 (Contact 1).mp3,-487.6280634445431,108.51765045685504,-37.77009856592765,-8.704047448794084,-7.068291162256395,-8.836305073357375,-4.3738477930695,-20.987817685266595,1.2771451924040964,1.2678397643404045,-13.506255301503453,6.087131554731295,2.935770346521474
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X220798 (Baseline).mp3,-310.06147293104056,86.09425309375436,-7.920416419735367,-5.229136142392886,2.284325340650264,-5.9400339731011815,-22.91145780114259,-1.8582853624715787,-13.631261627153854,-6.739264209389721,-4.59267972960474,-6.3198381068939495,-6.554990830117039
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X220753 (Month 8).mp3,-416.9165907492185,103.64134866760342,48.681495700180506,25.190456780881945,9.639855138880028,3.171370271316186,-1.380930361321948,0.3770439463432681,4.2468314529453055,2.36540602343744,-3.7951967715125403,2.545754003967969,-7.13644350784915
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320016 (Month 16).mp3,-353.74596394760454,81.06938349152918,21.90057419915071,21.264899074726284,16.30810502816121,4.374927268467305,-17.27524535460667,-7.603156548386996,-3.4981485415373763,-0.6084577886666301,-12.657650356160607,-3.370627376476205,-0.2429549602706604
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320023 (Contact 6).mp3,-398.42285461741267,109.78886878797735,-33.23380131769754,8.204401790240462,-0.3496107017232449,-26.89351669948054,-12.295130578924871,-14.330120119594488,-5.669362715687529,-4.608205408754129,-7.909587248626918,4.863150613622266,-2.8417897494260576
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320047 (Month 24).mp3,-433.26491110483636,63.284695295896626,-35.763864008321185,-6.320826688204912,-6.269791207731911,-0.5334266921077925,-10.26539974970333,0.025538875116118003,0.22762186153270095,-2.6303401519466267,-10.832593387085431,-8.21908364794378,-5.393882923098668
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X230012 (Contact 2).mp3,-378.6953069993818,124.12757238311065,-87.22972038486195,-2.6116209748958124,9.92559234620052,-22.640647799825807,-13.102110862637153,-23.47298135531234,-0.329161296212885,1.175327471153013,-18.214769205271804,4.187491066984282,3.093211819839392
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X220699 (Month 20).mp3,-296.75752089514515,54.27657693433252,-8.5412414917262,-9.53836002756959,33.0254518948276,2.060693208574879,-4.646520743553191,32.787895746616236,-8.824459504341146,19.77926260165899,-10.26936218685124,11.976351949099385,-12.164821760178478
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X320066 (Contact 34).mp3,-510.3046450694542,109.68335608719347,-16.2580805912209,7.258927849518505,-24.789453868911984,-33.35878190352822,-14.792353191005626,-31.206520067695426,-4.752626643006809,4.113714761354035,-11.95160607344312,6.33163896640042,3.246883352879706
/n/home02/ematsumoto/cough_mp3_full/Files_11_mp3/X220702 (Month 16).mp3,-304.0085432354627,61.44960709547577,12.476927745879136,-5.5151154574086885,5.297043046036328,-0.4738386669345369,-21.64224490085594,-14.069044386142544,1.996403102120222,5.685831734591027,-6.106001834926784,-2.3426481825136025,0.31179677216457075
