epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,75.8989,1.90326,2.20538,1.14166,0.18949,0.2963,0.1482,0.0421,2.63642,2.74185,0.82396,0.0018152,0.0018152,0.0018152
16,79.8052,1.78402,2.98235,1.08774,0.16599,0.33333,0.14414,0.03282,2.59877,3.85045,0.72315,0.001802,0.001802,0.001802
17,83.6473,1.88145,2.29357,1.12711,0.16025,0.45679,0.14587,0.03735,2.49726,2.7204,0.80858,0.0017888,0.0017888,0.0017888
18,87.4764,1.84465,2.16537,1.09574,0.18834,0.35802,0.1866,0.04743,2.52377,3.80544,0.70872,0.0017756,0.0017756,0.0017756
19,91.3076,1.82882,2.062,1.09295,0.26121,0.30864,0.21882,0.07499,2.4613,3.78664,0.67145,0.0017624,0.0017624,0.0017624
20,95.3121,1.82598,2.09778,1.07511,0.26565,0.38272,0.24699,0.09418,2.44985,2.30702,0.72867,0.0017492,0.0017492,0.0017492
21,99.3073,1.828,2.1476,1.05452,0.25722,0.32099,0.25774,0.06441,2.57552,2.97479,0.6968,0.001736,0.001736,0.001736
22,103.222,1.80341,2.16226,1.04428,0.18526,0.30864,0.18175,0.05404,2.44934,2.71456,0.63713,0.0017228,0.0017228,0.0017228
23,107.084,1.72222,2.03301,1.03972,0.27049,0.4321,0.27948,0.09949,2.41618,2.66618,0.71088,0.0017096,0.0017096,0.0017096
24,111.082,1.70207,2.03261,1.02873,0.26821,0.37037,0.26228,0.1081,2.40093,2.28605,0.65627,0.0016964,0.0016964,0.0016964
25,115.085,1.75978,2.06277,1.03757,0.39273,0.3673,0.33243,0.1088,2.42864,2.17545,0.75762,0.0016832,0.0016832,0.0016832
26,119.107,1.69234,1.98879,1.02649,0.39627,0.33333,0.27636,0.09466,2.45127,2.23161,0.71098,0.00167,0.00167,0.00167
27,122.914,1.69284,1.96931,1.00967,0.38341,0.38272,0.33803,0.12071,2.25647,2.28338,0.65881,0.0016568,0.0016568,0.0016568
28,126.888,1.73962,2.05894,1.00028,0.31102,0.31213,0.25793,0.07125,2.55353,3.05222,0.67966,0.0016436,0.0016436,0.0016436
29,130.679,1.68388,2.10383,0.99142,0.2491,0.40741,0.23343,0.07092,2.42449,2.31726,0.65876,0.0016304,0.0016304,0.0016304
30,134.586,1.67873,1.95774,0.98213,0.30207,0.41146,0.25087,0.08572,2.43142,2.13741,0.66325,0.0016172,0.0016172,0.0016172
31,138.47,1.7132,1.97957,0.98283,0.37933,0.4321,0.38031,0.14216,2.1976,2.39761,0.62539,0.001604,0.001604,0.001604
32,142.497,1.60369,1.93065,0.98121,0.41702,0.50617,0.38779,0.14421,2.21443,2.87194,0.66702,0.0015908,0.0015908,0.0015908
33,146.513,1.64403,1.91729,0.96373,0.51007,0.50617,0.45312,0.16721,2.27541,2.29404,0.70276,0.0015776,0.0015776,0.0015776
34,150.521,1.69651,1.98326,0.97902,0.48892,0.46914,0.46955,0.15,2.33143,1.96608,0.63928,0.0015644,0.0015644,0.0015644
35,154.361,1.61275,1.90878,0.97547,0.25743,0.38272,0.27292,0.08282,2.34228,2.61693,0.62584,0.0015512,0.0015512,0.0015512
36,158.128,1.62967,1.9103,0.9845,0.34277,0.38272,0.31775,0.11138,2.34446,2.13142,0.60496,0.001538,0.001538,0.001538
37,161.955,1.62092,1.86587,0.95329,0.44993,0.4321,0.3666,0.1061,2.36978,2.72653,0.6307,0.0015248,0.0015248,0.0015248
38,165.794,1.59022,1.98902,0.97142,0.33467,0.46914,0.34584,0.12978,2.40067,2.01832,0.64676,0.0015116,0.0015116,0.0015116
39,169.62,1.59586,1.92569,0.96369,0.47583,0.51554,0.45224,0.19063,2.11718,2.26358,0.59228,0.0014984,0.0014984,0.0014984
40,173.573,1.62721,1.87114,0.96705,0.46295,0.46827,0.46849,0.1903,2.30487,1.89566,0.62816,0.0014852,0.0014852,0.0014852
41,177.685,1.58079,1.94272,0.97361,0.49468,0.38272,0.42152,0.17303,2.098,2.03503,0.57459,0.001472,0.001472,0.001472
42,181.449,1.6152,1.92822,0.95342,0.39734,0.50617,0.46031,0.19419,2.11414,2.39717,0.58786,0.0014588,0.0014588,0.0014588
43,185.431,1.58703,1.95033,0.97071,0.49602,0.37037,0.41011,0.14863,2.46559,1.91846,0.62153,0.0014456,0.0014456,0.0014456
44,189.246,1.60314,1.91136,0.96846,0.34729,0.41975,0.32053,0.1274,2.26092,2.03468,0.6323,0.0014324,0.0014324,0.0014324
45,193.01,1.59662,1.87395,0.9454,0.47564,0.41975,0.37635,0.13874,2.28716,2.1587,0.63686,0.0014192,0.0014192,0.0014192
46,196.927,1.5542,1.87411,0.94949,0.49514,0.42381,0.45685,0.20935,2.23941,2.39981,0.63663,0.001406,0.001406,0.001406
47,200.953,1.53808,1.80045,0.94144,0.47926,0.48148,0.47015,0.21616,2.02942,2.23995,0.60272,0.0013928,0.0013928,0.0013928
48,204.946,1.6152,1.8542,0.93112,0.41363,0.42676,0.398,0.15645,2.15092,2.0245,0.60098,0.0013796,0.0013796,0.0013796
49,208.769,1.56273,1.9418,0.94812,0.44793,0.39506,0.35219,0.15819,2.10568,2.21569,0.62081,0.0013664,0.0013664,0.0013664
50,212.601,1.55669,1.86201,0.92993,0.55857,0.51556,0.47838,0.21232,2.03687,1.83233,0.57651,0.0013532,0.0013532,0.0013532
51,216.429,1.50704,1.81179,0.93895,0.55545,0.41975,0.38457,0.13203,2.52267,1.99309,0.6012,0.00134,0.00134,0.00134
52,220.219,1.52342,1.82284,0.94254,0.45581,0.41975,0.41209,0.16535,2.28134,1.91467,0.62047,0.0013268,0.0013268,0.0013268
53,224.018,1.57404,1.84255,0.93881,0.39031,0.49795,0.42928,0.176,2.16302,2.47727,0.60633,0.0013136,0.0013136,0.0013136
54,227.82,1.5919,1.81096,0.93389,0.55746,0.46914,0.51925,0.19886,2.13355,1.83975,0.59969,0.0013004,0.0013004,0.0013004
55,231.628,1.5035,1.77853,0.9451,0.53802,0.44444,0.45231,0.20775,1.99623,2.45088,0.57098,0.0012872,0.0012872,0.0012872
56,235.416,1.47605,1.84837,0.93924,0.36881,0.45679,0.38906,0.15932,2.06775,2.42556,0.60354,0.001274,0.001274,0.001274
57,239.218,1.50941,1.80009,0.92172,0.58013,0.4606,0.48575,0.21388,1.98653,1.92291,0.59679,0.0012608,0.0012608,0.0012608
58,243.036,1.52652,1.79075,0.93523,0.5961,0.49383,0.52419,0.23837,2.11044,1.92078,0.63645,0.0012476,0.0012476,0.0012476
59,246.97,1.50366,1.76315,0.9135,0.59551,0.43628,0.48452,0.22822,1.99585,1.87541,0.57687,0.0012344,0.0012344,0.0012344
60,250.808,1.50159,1.73298,0.91655,0.56868,0.48836,0.50377,0.20028,2.18554,2.22458,0.60441,0.0012212,0.0012212,0.0012212
61,254.649,1.4718,1.71984,0.91338,0.48124,0.53086,0.45145,0.21341,1.92331,1.80752,0.56672,0.001208,0.001208,0.001208
62,258.442,1.4647,1.71392,0.91601,0.431,0.44444,0.47269,0.22297,1.97369,1.73072,0.57127,0.0011948,0.0011948,0.0011948
63,262.262,1.55433,1.73364,0.91901,0.46861,0.55556,0.50074,0.22667,1.89514,1.80747,0.5608,0.0011816,0.0011816,0.0011816
64,266.103,1.43739,1.75928,0.91735,0.42962,0.4321,0.42078,0.17454,2.1216,1.85256,0.56166,0.0011684,0.0011684,0.0011684
65,269.97,1.44683,1.68661,0.91698,0.55035,0.41975,0.46327,0.21232,1.94443,1.96111,0.56036,0.0011552,0.0011552,0.0011552
66,273.707,1.45069,1.74768,0.9281,0.61611,0.47559,0.50603,0.23915,1.98526,1.78786,0.62268,0.001142,0.001142,0.001142
67,277.492,1.43293,1.66019,0.92733,0.56507,0.62963,0.5739,0.28144,1.84764,1.69448,0.57188,0.0011288,0.0011288,0.0011288
68,281.51,1.43647,1.68958,0.9161,0.51057,0.5679,0.50864,0.23758,2.02861,1.90079,0.58008,0.0011156,0.0011156,0.0011156
69,285.417,1.43861,1.74914,0.91643,0.45433,0.55509,0.51134,0.20864,2.04797,1.78769,0.62465,0.0011024,0.0011024,0.0011024
70,289.094,1.41798,1.70897,0.92081,0.56125,0.45679,0.49066,0.22032,2.15646,1.95038,0.57256,0.0010892,0.0010892,0.0010892
71,292.919,1.43672,1.73248,0.92187,0.60369,0.60182,0.5978,0.2863,1.93201,1.99557,0.56196,0.001076,0.001076,0.001076
72,296.937,1.43914,1.66827,0.90726,0.66896,0.52396,0.60741,0.28757,1.87664,1.73662,0.58847,0.0010628,0.0010628,0.0010628
73,300.917,1.48658,1.71843,0.90773,0.66133,0.43397,0.55542,0.26468,1.85485,1.70721,0.56303,0.0010496,0.0010496,0.0010496
74,304.733,1.41275,1.71297,0.91413,0.68061,0.42096,0.55149,0.28611,1.82395,1.86737,0.59966,0.0010364,0.0010364,0.0010364
75,308.56,1.46777,1.72766,0.91366,0.60375,0.5079,0.5311,0.24039,1.86487,1.72977,0.60165,0.0010232,0.0010232,0.0010232
76,312.34,1.43334,1.75289,0.9123,0.66373,0.48148,0.56853,0.24858,1.92067,1.67229,0.59836,0.00101,0.00101,0.00101
77,316.182,1.43144,1.72337,0.91446,0.64538,0.55556,0.58259,0.27001,1.92611,1.69371,0.58526,0.0009968,0.0009968,0.0009968
78,319.988,1.39746,1.66894,0.91851,0.59936,0.48148,0.52145,0.23085,2.00468,1.82442,0.57684,0.0009836,0.0009836,0.0009836
79,323.738,1.45944,1.66817,0.90808,0.5785,0.50836,0.50638,0.24551,2.00614,1.8346,0.57383,0.0009704,0.0009704,0.0009704
80,327.645,1.42075,1.64351,0.91188,0.74027,0.49265,0.62885,0.3058,1.85643,1.52193,0.55716,0.0009572,0.0009572,0.0009572
81,331.666,1.4367,1.67999,0.90415,0.61637,0.49591,0.58659,0.25487,2.02407,1.76807,0.567,0.000944,0.000944,0.000944
82,335.442,1.43767,1.65849,0.88964,0.5876,0.53086,0.58721,0.27735,1.89576,1.83487,0.55091,0.0009308,0.0009308,0.0009308
83,339.197,1.39449,1.64971,0.91085,0.65391,0.58025,0.57601,0.26555,1.79441,1.73704,0.55547,0.0009176,0.0009176,0.0009176
84,343.031,1.43236,1.60249,0.90351,0.69271,0.5288,0.55701,0.2556,1.96763,1.60891,0.55855,0.0009044,0.0009044,0.0009044
85,346.828,1.41389,1.65857,0.91363,0.54815,0.5392,0.52391,0.24034,1.87726,1.77792,0.55732,0.0008912,0.0008912,0.0008912
86,350.633,1.39543,1.64452,0.90118,0.58387,0.64198,0.58853,0.29106,1.83934,1.59301,0.55535,0.000878,0.000878,0.000878
87,354.501,1.36844,1.62957,0.91311,0.62187,0.53086,0.57054,0.27513,1.93108,1.61459,0.57667,0.0008648,0.0008648,0.0008648
88,358.293,1.38385,1.62603,0.90967,0.55555,0.51852,0.55486,0.26211,1.9344,1.82456,0.55266,0.0008516,0.0008516,0.0008516
89,362.113,1.36068,1.55613,0.9094,0.45648,0.62963,0.56178,0.26149,1.85789,1.65607,0.5457,0.0008384,0.0008384,0.0008384
90,365.822,1.44784,1.66513,0.90856,0.56594,0.51852,0.51337,0.25296,1.84525,1.67918,0.5473,0.0008252,0.0008252,0.0008252
91,370.966,1.67596,1.72583,0.82429,0.58521,0.49383,0.48035,0.20041,1.91549,1.99786,0.56626,0.000812,0.000812,0.000812
92,374.65,1.66205,1.82042,0.82536,0.46633,0.45312,0.47138,0.21946,1.84759,1.90736,0.5391,0.0007988,0.0007988,0.0007988
93,378.182,1.65828,1.76579,0.8243,0.63465,0.45679,0.53327,0.2437,2.17458,1.89011,0.57936,0.0007856,0.0007856,0.0007856
94,381.915,1.59258,1.74603,0.84939,0.61317,0.48148,0.55625,0.2826,1.89882,1.77801,0.57051,0.0007724,0.0007724,0.0007724
95,385.509,1.61926,1.80145,0.82414,0.65939,0.57364,0.59396,0.30506,1.74463,1.54091,0.56689,0.0007592,0.0007592,0.0007592
96,389.182,1.57329,2.00188,0.80971,0.52011,0.5679,0.55373,0.29005,1.79796,1.56389,0.5549,0.000746,0.000746,0.000746
97,392.773,1.63705,2.14468,0.78642,0.50509,0.53086,0.52035,0.22265,1.89231,1.80366,0.53422,0.0007328,0.0007328,0.0007328
98,396.449,1.66714,1.81572,0.81617,0.46872,0.62086,0.52842,0.21828,1.87743,2.20651,0.56242,0.0007196,0.0007196,0.0007196
99,400.086,1.56791,2.63113,0.78599,0.68838,0.59259,0.65351,0.33457,1.83983,1.61807,0.55201,0.0007064,0.0007064,0.0007064
100,403.943,1.6519,1.89441,0.8376,0.72929,0.56543,0.64814,0.33016,1.76423,1.57069,0.56414,0.0006932,0.0006932,0.0006932
101,407.618,1.59831,2.47057,0.85521,0.66054,0.45645,0.52871,0.28811,1.72058,1.67148,0.54102,0.00068,0.00068,0.00068
102,411.233,1.64369,1.75073,0.83103,0.64472,0.54321,0.61476,0.30875,1.84977,1.5232,0.56045,0.0006668,0.0006668,0.0006668
103,414.834,1.72442,1.89344,0.85613,0.66364,0.53591,0.62077,0.30063,1.94847,1.55305,0.56375,0.0006536,0.0006536,0.0006536
104,418.56,1.6407,1.72641,0.83273,0.63924,0.54321,0.64036,0.30059,1.96243,1.64763,0.57165,0.0006404,0.0006404,0.0006404
105,422.177,1.64923,1.59127,0.82513,0.55084,0.65432,0.6131,0.31546,1.7556,1.55801,0.5595,0.0006272,0.0006272,0.0006272
106,425.752,1.61216,1.76643,0.82899,0.57306,0.59259,0.59937,0.31172,1.76821,1.48668,0.54705,0.000614,0.000614,0.000614
107,429.32,1.64138,1.56963,0.8116,0.62144,0.5679,0.64047,0.3326,1.74675,1.46912,0.53823,0.0006008,0.0006008,0.0006008
108,432.96,1.6466,1.70933,0.80874,0.65557,0.62963,0.66922,0.3376,1.6751,1.47999,0.53334,0.0005876,0.0005876,0.0005876
109,436.846,1.60244,1.61833,0.80825,0.67263,0.59259,0.6236,0.34462,1.7299,1.77813,0.53937,0.0005744,0.0005744,0.0005744
110,440.615,1.55348,2.27456,0.7832,0.67779,0.58025,0.61403,0.3058,1.70275,1.46769,0.53407,0.0005612,0.0005612,0.0005612
111,444.287,1.64762,1.90484,0.81832,0.62609,0.58025,0.62466,0.32311,1.77531,1.55563,0.54429,0.000548,0.000548,0.000548
112,447.92,1.55516,1.66239,0.82436,0.59303,0.62963,0.63699,0.32678,1.74324,1.51639,0.52976,0.0005348,0.0005348,0.0005348
113,451.5,1.64099,1.69924,0.80568,0.64696,0.55556,0.60454,0.29972,1.79545,1.72499,0.54265,0.0005216,0.0005216,0.0005216
114,455.103,1.56626,1.61691,0.81248,0.57837,0.65432,0.61428,0.29206,1.79634,1.56734,0.53716,0.0005084,0.0005084,0.0005084
115,458.831,1.54571,2.10872,0.80196,0.63458,0.60494,0.57085,0.28361,1.80261,1.58384,0.5421,0.0004952,0.0004952,0.0004952
116,462.416,1.50238,1.99157,0.79319,0.50887,0.67901,0.59396,0.30918,1.7504,1.55738,0.53368,0.000482,0.000482,0.000482
117,466.107,1.53193,2.03025,0.78382,0.61053,0.67901,0.66067,0.33265,1.70191,1.49558,0.53338,0.0004688,0.0004688,0.0004688
118,469.761,1.50571,1.97386,0.80415,0.58215,0.67901,0.62607,0.3202,1.70402,2.00438,0.51728,0.0004556,0.0004556,0.0004556
119,473.295,1.52557,1.61682,0.81546,0.67326,0.54321,0.63267,0.32624,1.78386,1.72668,0.52462,0.0004424,0.0004424,0.0004424
120,476.962,1.56893,1.70318,0.8129,0.63241,0.55556,0.61832,0.32576,1.80734,1.52329,0.53628,0.0004292,0.0004292,0.0004292
121,480.569,1.63416,1.82969,0.82002,0.56675,0.64198,0.64039,0.34421,1.76419,1.51005,0.52791,0.000416,0.000416,0.000416
122,484.431,1.52456,1.66394,0.82378,0.66176,0.60494,0.65414,0.35331,1.75296,1.47546,0.52642,0.0004028,0.0004028,0.0004028
123,488.175,1.51605,1.55903,0.81625,0.60833,0.61364,0.61478,0.31371,1.77801,1.54133,0.53867,0.0003896,0.0003896,0.0003896
124,491.895,1.57112,1.53723,0.8232,0.56156,0.66667,0.63396,0.30926,1.69789,1.48958,0.52544,0.0003764,0.0003764,0.0003764
125,495.561,1.58182,1.57464,0.80324,0.69026,0.63281,0.65444,0.35047,1.65593,1.47581,0.52162,0.0003632,0.0003632,0.0003632
126,499.182,1.51577,1.60046,0.79758,0.6597,0.64622,0.65191,0.36268,1.66104,1.4041,0.52797,0.00035,0.00035,0.00035
127,503.039,1.46939,2.0283,0.80551,0.64045,0.60494,0.61365,0.3202,1.75655,1.52793,0.53189,0.0003368,0.0003368,0.0003368
128,506.682,1.53277,1.70009,0.80157,0.65323,0.59259,0.64308,0.34835,1.69719,1.49958,0.5309,0.0003236,0.0003236,0.0003236
129,510.311,1.51733,1.59567,0.81437,0.67862,0.5679,0.65838,0.35634,1.67584,1.44875,0.51744,0.0003104,0.0003104,0.0003104
130,513.884,1.5076,1.56202,0.81588,0.58545,0.65432,0.64566,0.3676,1.67653,1.38488,0.52198,0.0002972,0.0002972,0.0002972
131,517.752,1.50378,1.54699,0.79882,0.63599,0.60494,0.6656,0.3656,1.74537,1.39491,0.52889,0.000284,0.000284,0.000284
132,521.571,1.51456,1.60405,0.80686,0.65352,0.59259,0.62915,0.35656,1.64294,1.43348,0.53175,0.0002708,0.0002708,0.0002708
133,525.223,1.51589,1.48871,0.80705,0.61733,0.59752,0.62511,0.36585,1.64034,1.37814,0.52551,0.0002576,0.0002576,0.0002576
134,528.762,1.45529,1.74076,0.79778,0.67202,0.60494,0.6465,0.37079,1.67228,1.41111,0.52625,0.0002444,0.0002444,0.0002444
135,532.576,1.47839,1.49144,0.80716,0.67322,0.61728,0.64842,0.35711,1.68289,1.42979,0.52592,0.0002312,0.0002312,0.0002312
136,536.191,1.45373,1.94842,0.7796,0.61264,0.6053,0.62839,0.36004,1.66435,1.43274,0.53132,0.000218,0.000218,0.000218
137,539.741,1.49352,1.49425,0.80588,0.58017,0.61421,0.60862,0.35451,1.62704,1.4401,0.52897,0.0002048,0.0002048,0.0002048
138,543.242,1.38953,2.18573,0.74778,0.69437,0.61707,0.6468,0.36609,1.63995,1.39963,0.52805,0.0001916,0.0001916,0.0001916
139,546.915,1.42033,1.83549,0.79025,0.69354,0.55556,0.6146,0.35051,1.72581,1.40347,0.54137,0.0001784,0.0001784,0.0001784
140,550.544,1.4693,1.53718,0.80274,0.6743,0.5368,0.6064,0.34774,1.70996,1.40455,0.53531,0.0001652,0.0001652,0.0001652
141,554.079,1.4659,1.5176,0.80929,0.63701,0.61728,0.64467,0.35821,1.71356,1.37532,0.52619,0.000152,0.000152,0.000152
142,557.734,1.41666,1.43809,0.8034,0.62815,0.62963,0.65373,0.37596,1.61476,1.41868,0.51659,0.0001388,0.0001388,0.0001388
143,561.519,1.4542,1.54761,0.79988,0.63528,0.64516,0.66105,0.3822,1.60165,1.36553,0.51716,0.0001256,0.0001256,0.0001256
144,565.319,1.49014,1.44445,0.81327,0.59847,0.62963,0.64053,0.3837,1.61088,1.36958,0.52086,0.0001124,0.0001124,0.0001124
145,568.873,1.46827,1.43867,0.81102,0.56412,0.67901,0.6366,0.37016,1.61315,1.37721,0.52239,9.92e-05,9.92e-05,9.92e-05
146,572.472,1.41315,1.44713,0.82041,0.60896,0.65432,0.65382,0.38687,1.59632,1.3457,0.51649,8.6e-05,8.6e-05,8.6e-05
147,576.27,1.44268,1.49528,0.8234,0.57498,0.66667,0.66376,0.38414,1.63446,1.3475,0.52005,7.28e-05,7.28e-05,7.28e-05
148,579.968,1.39676,2.02266,0.79358,0.58915,0.65503,0.66787,0.38906,1.6399,1.33869,0.52307,5.96e-05,5.96e-05,5.96e-05
149,583.772,1.41702,1.45764,0.8171,0.57769,0.66667,0.6698,0.39308,1.62271,1.31978,0.52594,4.64e-05,4.64e-05,4.64e-05
150,587.695,1.46837,1.58182,0.82154,0.6287,0.65432,0.66772,0.3942,1.61889,1.33832,0.52431,3.32e-05,3.32e-05,3.32e-05
